Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,Positive_Review_Label,Negative_Review_Label
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2025-04-03,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Canada,hard to say anything bad here the only thing that might bother someone is the location right on the outskirts north side of the city but that is easily alleviated by the proximity to stoney trail ring road allowing access to all parts of the city,very comfortable quaint felt totally at ease staying here perfect for a solo traveller a few nice places close by for eating out pub or take home you can also shop and make your own eats in the suite easy to get there with google maps and very easy to checkin hosts were very easy to deal with and always quick to answer,9,"['Leisure trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 3 nights']",0,0
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2025-02-05,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Canada,everything was good just a little cold,clean  quiet easy check in and out,8,"['Leisure trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,1
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2025-01-26,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Vietnam,nothing,cleaning and privately,10,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 7 nights', 'Submitted from a mobile device']",0,0
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2025-01-01,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Canada,the odd noises during the later times of the evening would have to adjust tempature throughout the night as it was programmed to set temps at certain times,the place was beautiful with all new facilities quiet side of the city the area was clean but also the neighborhood was getting resided due to unfortunate weather in the past it was a beautiful place with great amenities,9,"['Solo traveler', 'One-Bedroom Apartment', 'Stayed 56 nights', 'Submitted from a mobile device']",0,0
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2024-10-13,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Canada,a little removed from downtown but not a problem if driving,modern clean quiet and excellent value host was friendly and responsive,10,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 1 night']",0,0
95 Carringwood Manor Northwest T3P 2A7 Calgary Canada,2025-02-06,9.2,A Peaceful Cozy and Sparkling Suite in a very Serene Atmosphere,Canada,community under very active construction with many contractors incurred damage to my vehicle while parked at property only one small window in suite lights often turned off by owner in communal space requiring flashlight usage to navigate hallway and stairs between entrance and suite not provided with key to lock suite door only communal property entrance,very clean private comfortable and well presented suite,7,"['Leisure trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 8 nights', 'Submitted from a mobile device']",0,0
4 Impasse Gumne 4th arr 75004 Paris France,2025-03-03,7.7,Lavie Maison I Marais  Historic  Central,Australia,a wee bit tight for my family,clean  tidy,9,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Impasse Gumne 4th arr 75004 Paris France,2025-02-24,7.7,Lavie Maison I Marais  Historic  Central,United Kingdom,arriving at night was difficult as key safe is up high and difficult to reach and see numbers to open it only one toilet despite 3 bathrooms only one dish washer tablet for a 5 day stay and no washing up liquid beds are not the best quality,excellent safe location very lovely restaurants shops and little supermarket within 5 mins walking distance clean apartment very quiet as in a lovely little court yard central heating not working but radiators were good lots of kitchen and cooking utensils available very handy for the metro at the place de bastille very nice neighbourhood that felt safe even at night with plenty of bakerys cafes bars etc property felt secure within a gated courtyard property benefits from separate showers and sinks in each of the bedroom but not toilets kitchen has plenty of plates cutlery etc,8,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
4 Impasse Gumne 4th arr 75004 Paris France,2024-11-28,7.7,Lavie Maison I Marais  Historic  Central,United States,only one key showers never got hot beds are the worst my back is still recovering i assumed 2 bathrooms meant 2 toilets but only one of those heat set at 65 tried to turn it up but it resets to 65 there were space heaters provided so that was good zero phone service there glad the wifi worked well,great location very clean well stocked good communication great wifi quiet area off of a busy street so many restaurants nearby and easy access to the metro,7,"['Leisure trip', 'Group', 'Two-Bedroom Apartment', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
4 Impasse Gumne 4th arr 75004 Paris France,2024-11-24,7.7,Lavie Maison I Marais  Historic  Central,Ireland,there was no duvet on my daughters bed we found one in the cupboard but no duvet cover all the sheets on the beds were wrinkled and not fresh looking bedside table was broken bunk beds daughters were really noisy when they turned over coffee machine was broken couldnt log in to wifi password didnt work tv didnt work the water in shower for the 3 days was only barely warm check in was 1 hr late arrived at 1405hr as had been arranged no key to apartment phoned to company we were told it was been cleaned would be ready 20mins not ready after 20mins to wait another 20 minutes phoned to complain about all the above issues they requested photos due to poor internet i couldnt send later that evening at approx 21hr company sent someone to fix coffee machine and tv also got correct wifi password but never got duvet cover for single bed which we had specifically asked for person give a box chocolates and bottle of wine we also told person that had come to fix coffee machine etc about needing duvet cover alll the above really took away from our stay in paris,the location was good within walking distance of metro and notredame very close to boulangerie,4,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Impasse Gumne 4th arr 75004 Paris France,2024-11-11,7.7,Lavie Maison I Marais  Historic  Central,Netherlands,not applicable,the location was excellent and the host was very responsive and helpful we loved our stay,10,"['Business trip', 'Solo traveler', 'Two-Bedroom Apartment', 'Stayed 2 nights']",0,0
Boat of garten holiday park Deshar Road Boat of Garten PH24 3BN United Kingdom,2025-04-17,9.3,44 Angels Retreat,United Kingdom,the twin room was quite small but was fine for us ,great location everything we needed to hand and the welcome hamper was a lovely touch the kids loved it,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Chalet', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Boat of garten holiday park Deshar Road Boat of Garten PH24 3BN United Kingdom,2024-10-27,9.3,44 Angels Retreat,United Kingdom,nothing to dislike,it was gorgeous perfectly clean the furnishings were soft warm and comfortable thank you so much angela for letting us stay in your lodge also for the lovely goodies you left so much choice so many beautiful details even down to the plug in the sink,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Chalet', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Boat of garten holiday park Deshar Road Boat of Garten PH24 3BN United Kingdom,2024-10-06,9.3,44 Angels Retreat,United Kingdom,the code on bookingcom to get the key was wrong,easy to get to and very clean,10,"['Leisure trip', 'Couple', 'Two-Bedroom Chalet', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Boat of garten holiday park Deshar Road Boat of Garten PH24 3BN United Kingdom,2024-09-15,9.3,44 Angels Retreat,United Kingdom,nothing,very clean,10,"['Leisure trip', 'Travelers with friends', 'Two-Bedroom Chalet', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Boat of garten holiday park Deshar Road Boat of Garten PH24 3BN United Kingdom,2024-09-05,9.3,44 Angels Retreat,United Kingdom,nothing to do with angels retreat but for info wifi on the site isnt good  slow and intermittent,cosy comfortable and clean nice location as well couldnt ask for anything more ideal for rest and relaxation,10,"['Leisure trip', 'Solo traveler', 'Two-Bedroom Chalet', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-04-20,9.4,Rest Bay Beach Stay,United Kingdom,the only shortcoming was that the mattress on the double bed was too soft for you personal preference but otherwise clean spacious and welcoming,really clean situated perfectly for the beach with a dedicated entrance down to the foreshore only minutes walk down the hill to gorgeous sand well appointed kitchen with items for washing up dishwashing etc and clean linen and towels throughout,9,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-04-14,9.4,Rest Bay Beach Stay,United Kingdom,oven on the small size,super seaview location and great setup with nearly everything you could want from a holiday let great hosts comfy large beds,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-04-11,9.4,Rest Bay Beach Stay,United Kingdom,nothing to dislike,location,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-03-21,9.4,Rest Bay Beach Stay,United Kingdom,nothing,lovely place to stay homely and excellent location comfortable beds great nights sleep and very clean,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-03-15,9.4,Rest Bay Beach Stay,United Kingdom,couldnt locate a hairdryer but will just pack one next time,excellent location overlooking cliffs beach and sea,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 1 night']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2025-03-11,9.4,Rest Bay Beach Stay,United Kingdom,nothing,clean beautiful views comfy bed beautiful location,10,"['Leisure trip', 'Couple', 'Two-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2024-11-02,9.4,Rest Bay Beach Stay,United Kingdom,soft lighting for the living space,everything was spot on safe and secure extremely clean location is a1 the property is like new very comfortable sleep flawless experience welcoming host well done and thank you,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 2 nights']",0,0
10 Rest Bay Close Porthcawl CF36 3UN United Kingdom,2024-09-27,9.4,Rest Bay Beach Stay,United Kingdom,i really struggle for a negative but wish it had a hairdryer and a welcome pack as we arrived late at night and were so hungry but thats our bad planning,everything so clean modern perfect location,10,"['Leisure trip', 'Group', 'Two-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-04-13,8.5,Zeus Living  Old Quater Homestay,Malaysia,none,homey and comfy space great for a group of friends would have been nice if we could spend more than just a night here definitely will consider coming back,10,"['Leisure trip', 'Travelers with friends', 'Quadruple Room with Private Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-02-12,8.5,Zeus Living  Old Quater Homestay,Myanmar,none,nice location clean,9,"['Leisure trip', 'Family with young children', 'Quadruple Room with Private Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-01-31,8.5,Zeus Living  Old Quater Homestay,Ireland,only minor but the noise from the road is very loud so if people are bothered by noise thats the only issue,great size great location we walked everywhere bed was super comfy,9,"['Leisure trip', 'Couple', 'Family Room with Balcony', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-01-13,8.5,Zeus Living  Old Quater Homestay,India,nothing,everything,10,"['Leisure trip', 'Travelers with friends', 'Family Room with Balcony', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-01-13,8.5,Zeus Living  Old Quater Homestay,Singapore,nil,i like that its basically like air bnb and close to the city center suitable for people travelling in groups the owner is prompt in her response as well,10,"['Leisure trip', 'Travelers with friends', 'Quadruple Room with Private Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-01-11,8.5,Zeus Living  Old Quater Homestay,Indonesia,it get noisy during the night because of the location it hard to bring our luggage updates since no elevator,big spacious and clean room the location is excellent surrounded by food stall and walking distance to night market and old quarters,9,"['Leisure trip', 'Group', 'Family Room with Balcony', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2024-12-12,8.5,Zeus Living  Old Quater Homestay,India,room and facilities are good but room should have a ventilation window lacking was should provide drinking water facility which is the most essential requirement which was lacking,location of the home stay is very good old quarter is shopping hub of hanoi and 10 to 15 indian vegetarian restaurant are located in 1 km range ramkrishna vegetarian restaurant was too good,8,"['Leisure trip', 'Travelers with friends', 'Quadruple Room with Private Bathroom', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2024-12-06,8.5,Zeus Living  Old Quater Homestay,Philippines,one of the beds is not comfortable to sleep on the towels does not smell fresh including the comforter,the pictures in bookingcom is not actually identically the same on the photos,7,"['Leisure trip', 'Family with young children', 'Quadruple Room with Private Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2024-11-13,8.5,Zeus Living  Old Quater Homestay,France,the place doesnt have windows only in the kitchen the apartment was not soundproof at all we could listen to music with them until 1am and waking up at 6am one of the beds is not a bed very hard mattress unlike the other too bad about the overhead projector which was promised but not checked before the customers arrived,the location is great and the atmosphere is nice,7,"['Leisure trip', 'Family with young children', 'Quadruple Room with Private Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-03-20,8.5,Zeus Living  Old Quater Homestay,India,toilet where clogged no proper maintenancekitchen is unclean ,bedroom,4,"['Leisure trip', 'Family with young children', 'Quadruple Room with Private Bathroom', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2025-03-08,8.5,Zeus Living  Old Quater Homestay,Australia,old  the whole bathroom wets when taking shower and poor drainage as soapy water floods one of the bed is hard like no cushion no beverages provided,good location  responsive host and was cheap it has washing machine and dryer,3,"['Leisure trip', 'Group', 'Quadruple Room with Private Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
25a Ph Hng Giy Hoan Kiem Hanoi Vietnam,2024-12-30,8.5,Zeus Living  Old Quater Homestay,India,interior,its quite small than showed in pictures and they havent provided water one time stay,3,"['Leisure trip', 'Couple', 'Double Room with Private Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Alltwalis Carmarthen SA32 7EG United Kingdom,2025-02-10,9.3,Rivendell Farm by Wigwam Holidays,United Kingdom,nothing to dislike but rural location might not be for everyone,lovely cabin great hot tub lovely host great views good wifi,9,"['Leisure trip', 'Couple', 'Standard Cabin with Hot Tub', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2025-04-26,8.9,Cozy is the word,New Zealand,all good,lovely decor and pictures on the wall very organised and lovely smelling stuff everywhere,10,"['Leisure trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2025-02-02,8.9,Cozy is the word,New Zealand,we were unaware when booking that the property was a shared dwelling with the owner residing upstairs but in saying that for most of our stay you wouldnt know that they were there i would not hesitate to book again if visiting tauranga,property was immaculate modern clean and definitely cozy zandra brianna  bonnie were wonderful hosts not only to us but our fur baby as well we especially loved the comfy bed and the outdoor courtyard was a bonus,10,"['Couple', 'One-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-12-12,8.9,Cozy is the word,United Kingdom,not as separate from family accommodation as expected but not a problem for us common entranceexit by bedroom just to be aware owners have a sweet friendly little dog that needs access to outside area,staff very friendly high standards of cleanliness and very comfortable bed new building and business with high customer satisfaction focus,8,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-11-28,8.9,Cozy is the word,Australia,nothing for the property it was great but just so you know you must have a car to get to and from the beaches and sites,this was a great accomodation for my daughter and i for an overnight stay the room was a good size and the lounge room with kitchen facilities was perfect for what we needed the hosts were lovely and whilst they live upstairs you wouldnt really know,9,"['Leisure trip', 'Family with young children', 'One-Bedroom Apartment', 'Stayed 1 night']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-11-26,8.9,Cozy is the word,New Zealand,exceeded expectations,new and very clean very comfortable and private area including deck pet friendly friendly host,10,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-10-05,8.9,Cozy is the word,New Zealand,didnt know there would be a dog,amazingly comfortable bed great location clean and tidy,9,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-09-15,8.9,Cozy is the word,New Zealand,i liked everything no complaints,how freindly the staff wereand very family orientated cleanliness i give a 100 love the location too,9,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-09-04,8.9,Cozy is the word,New Zealand,nothing wrong at all it was top mark accommodation,very modern or newly built house very comfortable very clean and well kept and the host was very good friendly and accommodating,10,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
4 Equine Way 3110 Greerton New Zealand,2024-12-28,8.9,Cozy is the word,United Kingdom,we were unaware of a small dog in the property before we arrived and was asked to leave the rear door open and unlocked 247 for it to get in and out lounge area kitchenette washing machine  laundry tub are in a converted garage be aware that if you hit the wrong switch the garage door opens this is not a private space with the washing machine being used by the family,zandra was very friendly and welcoming but unfortunately it was not a one bedroom apartment as advertised neither is it in or near greerton its 7km away we found the property to be very clean nicely decorated and the kitchenette is well appointed it has a shared entrance with a cozy double bedroom at the bottom of the stairs leading up to the main part of the property there is a heat pumpair con unit in the bedroom,4,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 12 nights', 'Submitted from a mobile device']",0,0
Rruga Liman Kaba Selita e Vogl Albania,2024-11-07,9.4,Buda Hostel,United States,was a bit tricky to find you can find bella napoli on google maps across from the olympic park and national football pitches and follow the signs to buda massage around the back of the building and up the stairs go one floor up past the buda massage door and the door directly above it on the next floor is the hostel hopefully soon olta can add the hostel to google maps too so its even easier to find,awesome new hostel super friendly helpful welcoming staff who went above and beyond to help me have a great stay convenient location tofrom the teg bus station comfortable beds,10,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Rruga Liman Kaba Selita e Vogl Albania,2024-09-13,9.4,Buda Hostel,United Kingdom,bit confusing to find no signs staff were helpful in helping us,super friendly staff everything seemed new and clean great location for that side of town easy to get to teg bus station,10,"['Leisure trip', 'Travelers with friends', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Rruga Liman Kaba Selita e Vogl Albania,2024-09-09,9.4,Buda Hostel,Albania,really nothing,great place clean and very good location definitely recommend it,10,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Rruga Liman Kaba Selita e Vogl Albania,2024-10-14,9.4,Buda Hostel,Hungary,it was a bit challenging to find the place i didnt like that many of the beds didnt have a socket next to it but the biggest issue was that despite what the plenty of positive reviews here suggest the hostel was not in a good condition lot of halfmade renovations and a lot of dirt thankfully the beds were clean at least but anything else was at most mediocre in cleanness pity because that was the core condition on which i chose the accommodation and it was a disappointment and it was far from being a busy period around half if not more of the beds were unoccupied but low occupancy should not be a reason for not cleaning,water boiler was very good and heated up the water very quickly wifi was strong across the place and fast,6,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Rookery Cottage Main Road Worleston CW5 6DJ United Kingdom,2025-04-23,9.9,Stylish two bedroom apartment near Rookery Hall,United Kingdom,nothing,was an apartment,10,"['Leisure trip', 'Family with young children', 'Two-Bedroom Apartment', 'Stayed 1 night']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-04-22,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Hungary,this is basically one huge room so no privacy if you want to close a door and get separated from your kidsparents,clean spatious good design functional excellent location low noise considering central position parking is a big one,10,"['Leisure trip', 'Family with young children', 'Family Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
7130 Ivanhoe Drive Port Richey FL 34668 United States,2024-12-06,8.1,Geno stay,United States,na,location and cost,8,"['Solo traveler', 'One-Bedroom Apartment', 'Stayed 4 nights', 'Submitted from a mobile device']",0,
Agiou Markou 11 Athens 10560 Greece,2025-03-22,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Serbia,nothing to declare,shape position design,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-03-04,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Turkey,pillow could be better too low for me,room is new decorated very clean and includes evetything you may need location is very goos easy access to central locations,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-02-12,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Israel,we need to turn on the ac all the time because of the high humidity entrance a little bit weird and difficult for the first time  but i felt secure inside the room,it was so comfortable  location was great clean  kind stuffs everything is new bathroom brand new and clean they have all what you need,9,"['Leisure trip', 'Family with young children', 'Family Studio', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
7130 Ivanhoe Drive Port Richey FL 34668 United States,2024-11-13,8.1,Geno stay,Canada,backyard could use some upgrading as you have to walk through it to get to accommodation more plugs and smaller ceiling fan,reasonable for the price liked the little decorative holiday items bed was comfortable everything worked as expected,7,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-01-07,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Israel,we asked for earlier check in because we had a 4 years son,the location is great also the workers and the whats up were great the place is clean also the breakfast is excellent,9,"['Leisure trip', 'Family with young children', 'Family Studio', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-01-05,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Serbia,some strange repetitive noise from the street,great location very supportive hosts via wa clean appartment newly renovated,9,"['Leisure trip', 'Family with young children', 'Family Studio', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-12-31,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Greece,the apartment was very nice with amazing view very big rooms and very beautiful  the owner was very friendly and he gave us one bottle of wine for the welcome i stayed for one night for sure i have to go and stay for more days,the view and the atmosphere,10,"['Family with young children', 'Family Studio', 'Stayed 1 night', 'Submitted from a mobile device']",1,0
Agiou Markou 11 Athens 10560 Greece,2024-12-05,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Cyprus,the building entrance felt awkward at night,spacious flat very clean very comfortable all facilities have ncluded,9,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-12-03,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Greece,not a negative at all but a note that while the communication was excellent i do think that it could be simplified a bit,the property was perfect and ideally located for shopping alot of thought went into the layout and facilities of particular note were he fluffy towels which smelt amazing piping hot water at all times a lovely welcome gift of local bisuits the free parking was welcome as otherwise it costs 20 a day but is a bit of a walk away,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 2 nights']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-11-12,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Switzerland,nothing  perfect place,greatly located in central walking distance to many attractions lots of restaurants around everywhere you go the flat is amazing  spacious freshly new and very well finished in all rooms free coffee available as well as plenty of shower gel conditioners etc very good and quick contact with the owners via whatsapp,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-10-20,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,India,nothing but whatsapp staff needs to be more cooperative,location and facility,9,"['Business trip', 'Solo traveler', 'Family Studio', 'Stayed 4 nights']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-10-18,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Israel,all good,friendly staff good location good breakfast options cleanmodern apartment parking option in the center of athens,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-10-17,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,United States,window view is of another nearby building so not the most open view the breakfast included is at a cafe nearby which provides only coffee and pastry healthier options like fruit would be nice,modern and clean spacious laundry services available,9,"['Leisure trip', 'Solo traveler', 'Family Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2024-09-25,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,Albania,could have been cheaper but it was still ok for the location,the rooms were new modern and with all amenities one could need they were located in busy streets full of bars and restaurants and you didnt have to walk far to find what you needed acropolis and its museum were very close as well also the instructions for the location keys and codes were fun to work with because it looked like an investigation game,10,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Agiou Markou 11 Athens 10560 Greece,2025-02-21,9.4,Triple A  Near Ermou Shopping Street  Family hospitality  FREE Parking,South Africa,nice apartment in a shabby building,location,7,"['Leisure trip', 'Couple', 'Family Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2025-02-05,5.6,Railway Hotel,Australia,no fan or air cons,new bathrooms,5,"['Business trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-12-14,5.6,Railway Hotel,Australia,no fan or aircon,the old time building has a fantastic charm to it the place was exceptionally clean the staff were incredibly friendly and supportive,7,"['Leisure trip', 'Solo traveler', 'Double Room with Shared Bathroom', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-11-18,5.6,Railway Hotel,Vietnam,there is no fan or aircon in the room making it quite warm it would be hot in the summer i reckon pretty noisy as you can hear people walking outside clearly,the room is clean bed is comfy they have shared bathroom but they are clean and wellmaintanied staff is extremely nice and helpful,7,"['Business trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-11-18,5.6,Railway Hotel,Australia,the bed was comfortable but the single pillow was very thin and soft which made it difficult to sleep,staff member was friendly helpful and efficient,6,"['Leisure trip', 'Group', 'Single Room with Shared Bathroom', 'Stayed 1 night']",0,0
1 Station Rd 4570 Gympie Australia,2024-10-26,5.6,Railway Hotel,Australia,shared bathroom,the staff was nice,6,"['Business trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-10-16,5.6,Railway Hotel,Australia,private shower  toilet not shared,didnt have breakfast facilities,7,"['Leisure trip', 'Couple', 'Double Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
